userId,game_id,owned
58,2005,5
58,3540,5
58,55,5
58,1420,5
58,5084,5
58,2762,5
58,1067,5
59,4792,5
60,4432,5
60,4358,5
60,4792,5
60,4284,5
61,4792,5
61,4406,5
61,624,5
61,4139,5
61,3950,5
61,1560,5
61,1599,5
61,2012,5
61,1121,5
61,635,5
61,897,5
61,4458,5
61,3470,5
61,5089,5
61,776,5
61,2842,5
62,4792,5
63,4792,5
64,1297,5
65,3212,5
65,2808,5
65,3791,5
65,1171,5
65,5051,5
65,1509,5
66,3606,5
66,4358,5
66,4526,5
66,559,5
66,3673,5
66,286,5
66,2251,5
66,2434,5
66,5014,5
66,3568,5
66,4792,5
67,479,5
68,3083,5
69,4792,5
69,286,5
69,3568,5
69,116,5
69,1121,5
69,2145,5
69,1560,5
69,3395,5
69,4095,5
69,1521,5
69,126,5
69,2005,5
69,982,5
69,28,5
69,4526,5
69,511,5
69,3725,5
69,1615,5
69,4281,5
69,2458,5
69,2639,5
69,772,5
70,4358,5
71,1062,5
72,4792,5
73,286,5
73,2427,5
73,3540,5
74,825,5
74,610,5
74,2827,5
74,55,5
74,1420,5
75,4792,5
76,4358,5
77,5087,5
77,4792,5
78,4792,5
79,1640,5
79,5087,5
79,1883,5
79,3167,5
80,1580,5
80,1699,5
80,1195,5
81,4358,5
82,4792,5
83,4792,5
84,4792,5
85,4792,5
86,4787,5
86,3260,5
87,3631,5
87,610,5
87,5116,5
87,3673,5
87,1795,5
88,414,5
88,227,5
88,1784,5
88,2900,5
89,4792,5
90,4835,5
91,2105,5
91,4900,5
91,3568,5
91,4787,5
91,1530,5
91,481,5
92,286,5
92,4493,5
93,286,5
93,2902,5
93,4358,5
93,5087,5
93,963,5
93,4281,5
93,559,5
93,4381,5
93,2127,5
94,4792,5
94,193,5
94,116,5
95,4358,5
95,2280,5
95,4264,5
95,3775,5
96,1540,5
96,5024,5
97,610,5
97,3509,5
97,4358,5
97,35,5
97,3212,5
97,1199,5
97,2808,5
97,3791,5
97,1171,5
97,2827,5
97,5051,5
97,401,5
97,55,5
97,1420,5
97,3896,5
97,1323,5
97,1509,5
97,451,5
98,286,5
98,1710,5
98,3568,5
98,4854,5
98,1580,5
98,4381,5
98,1730,5
98,5073,5
98,2427,5
98,3268,5
98,4445,5
98,3673,5
98,3895,5
98,4358,5
98,3046,5
98,4720,5
98,3828,5
98,1045,5
98,2434,5
98,4682,5
98,4355,5
98,2742,5
98,63,5
98,1972,5
98,3540,5
98,1983,5
98,1510,5
99,4792,5
100,3212,5
100,3568,5
100,559,5
100,1795,5
100,3032,5
100,4792,5
100,950,5
100,2165,5
100,1986,5
100,1048,5
100,1293,5
100,3673,5
100,3395,5
100,2533,5
100,338,5
100,773,5
100,5082,5
100,4434,5
100,1171,5
100,5051,5
100,4206,5
100,1252,5
100,401,5
100,3896,5
100,1323,5
100,4892,5
100,1272,5
100,1068,5
100,133,5
100,1509,5
100,1189,5
100,451,5
100,3062,5
101,4792,5
101,3571,5
102,3950,5
102,3809,5
102,5087,5
102,2005,5
103,3471,5
103,2292,5
103,3516,5
103,4671,5
103,2137,5
103,3379,5
104,4792,5
104,3950,5
104,126,5
104,4787,5
105,4210,5
105,4912,5
105,2467,5
105,3274,5
105,2615,5
105,2041,5
105,4858,5
105,4787,5
106,1946,5
107,4792,5
108,2347,5
108,193,5
109,5063,5
109,1913,5
109,2280,5
110,4118,5
110,4047,5
110,1710,5
110,3009,5
110,3295,5
110,2350,5
110,2427,5
110,1820,5
110,3274,5
110,1795,5
110,4210,5
110,3608,5
110,3167,5
110,4284,5
110,2961,5
110,4787,5
110,3568,5
110,2062,5
110,1615,5
110,3459,5
110,4524,5
110,3252,5
110,3571,5
110,4835,5
110,559,5
110,2826,5
110,2581,5
110,1250,5
110,1214,5
110,4771,5
110,3540,5
110,702,5
110,3950,5
111,559,5
111,1062,5
111,1700,5
112,4792,5
113,5,5
113,2350,5
113,4502,5
114,4792,5
115,3820,5
115,4157,5
115,643,5
115,302,5
115,1762,5
115,2638,5
115,1282,5
115,4253,5
115,106,5
115,1116,5
115,1333,5
115,3459,5
115,4313,5
115,3836,5
115,3859,5
115,1002,5
115,1220,5
115,3118,5
115,3043,5
115,932,5
115,4801,5
115,65,5
115,2172,5
115,3357,5
115,3956,5
115,1102,5
115,4965,5
115,2110,5
115,4524,5
115,1384,5
115,3426,5
115,5013,5
115,668,5
115,433,5
115,3252,5
115,1175,5
115,2248,5
115,2397,5
115,5144,5
115,2850,5
115,1469,5
115,3487,5
115,3073,5
115,4928,5
115,864,5
115,1912,5
115,1795,5
115,3566,5
115,1117,5
115,1095,5
115,2244,5
115,3510,5
115,4017,5
115,2419,5
115,1234,5
115,127,5
115,2615,5
115,737,5
115,4542,5
115,1212,5
115,1017,5
115,2787,5
115,4835,5
115,1306,5
115,4791,5
115,3196,5
115,4577,5
115,1717,5
115,4179,5
115,2740,5
115,3833,5
115,2445,5
115,1418,5
115,4517,5
115,4593,5
115,1935,5
115,3608,5
115,687,5
115,4591,5
115,3004,5
115,4814,5
115,5070,5
115,2826,5
115,2581,5
115,1250,5
115,1214,5
115,2674,5
115,4167,5
115,610,5
115,4328,5
115,4463,5
115,908,5
115,45,5
115,2062,5
115,4771,5
115,61,5
115,4066,5
115,2805,5
115,3001,5
115,3371,5
115,4223,5
115,1118,5
115,3210,5
115,3905,5
115,541,5
115,3482,5
115,2472,5
115,4401,5
115,561,5
115,3606,5
115,3796,5
115,2772,5
115,2718,5
115,2176,5
115,2176,5
115,2086,5
115,2086,5
115,2642,5
115,2642,5
115,2926,5
115,862,5
115,1713,5
115,156,5
115,709,5
115,4749,5
115,248,5
115,337,5
115,877,5
115,4441,5
115,1357,5
115,3295,5
115,3009,5
115,4343,5
115,2561,5
115,2130,5
115,4241,5
115,5000,5
115,620,5
115,3017,5
115,3848,5
115,2029,5
115,291,5
115,2973,5
115,3473,5
115,1899,5
115,1491,5
115,5014,5
115,3384,5
115,2010,5
115,3516,5
115,303,5
115,4727,5
115,3914,5
115,3744,5
115,3483,5
115,2083,5
115,3278,5
115,3961,5
115,1260,5
115,980,5
115,4188,5
115,4760,5
115,3294,5
115,1311,5
115,1960,5
115,170,5
115,2756,5
115,3411,5
115,4454,5
115,4200,5
115,3429,5
115,1403,5
115,3915,5
115,3619,5
115,4917,5
115,3209,5
115,2340,5
116,4792,5
116,559,5
116,3568,5
116,4281,5
117,4792,5
117,286,5
117,4432,5
117,2454,5
117,3395,5
117,2251,5
117,1599,5
117,4358,5
117,4210,5
117,4381,5
117,3730,5
117,2347,5
117,1502,5
117,559,5
118,4792,5
119,2808,5
119,3212,5
119,1171,5
119,3791,5
119,5051,5
119,1509,5
120,559,5
120,4381,5
121,286,5
121,336,5
121,2746,5
121,3449,5
121,3365,5
122,4792,5
123,3606,5
124,4792,5
124,286,5
125,2292,5
126,4358,5
126,4221,5
127,4792,5
128,2434,5
128,559,5
128,4358,5
128,3568,5
128,3939,5
128,4344,5
128,533,5
129,1540,5
129,2752,5
130,610,5
130,2827,5
130,55,5
130,1420,5
131,4792,5
131,4313,5
131,3684,5
131,1110,5
131,3989,5
132,4544,5
133,1836,5
134,610,5
134,2827,5
134,55,5
134,1420,5
135,4792,5
135,3212,5
135,401,5
135,1171,5
135,2005,5
135,5051,5
135,139,5
135,3896,5
135,1323,5
135,822,5
135,3274,5
135,1509,5
135,2434,5
135,451,5
135,3950,5
136,3487,5
137,4526,5
137,3167,5
137,3062,5
138,4792,5
139,414,5
139,4474,5
139,1713,5
139,337,5
139,877,5
139,1844,5
139,85,5
139,1676,5
139,2009,5
139,4427,5
139,5026,5
140,3212,5
140,3896,5
140,55,5
140,401,5
140,1171,5
140,5051,5
140,1420,5
140,1323,5
140,1509,5
140,451,5
141,1285,5
142,3631,5
142,2193,5
142,3895,5
142,1861,5
142,386,5
142,5116,5
142,226,5
142,3371,5
142,4516,5
142,188,5
143,3854,5
143,2307,5
143,1540,5
143,716,5
143,1946,5
143,915,5
143,3394,5
143,2435,5
143,2292,5
143,4565,5
143,1730,5
143,3399,5
143,4381,5
143,4157,5
143,299,5
143,3268,5
143,5052,5
143,2577,5
143,3046,5
143,3904,5
143,3568,5
143,5024,5
143,1820,5
143,4671,5
143,1170,5
143,610,5
143,2163,5
143,1546,5
143,3606,5
143,1075,5
143,4610,5
143,2434,5
143,5084,5
143,133,5
143,4445,5
143,433,5
143,1421,5
143,1276,5
143,3045,5
143,286,5
143,3357,5
